"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Total Cites,Journal Impact Factor,Eigenfactor Score
317,Health Psychology Review,HEALTH PSYCHOL REV,"1,748",9.070,0.005540
318,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,"3,909",9.068,0.003970
319,JOURNAL OF MANAGEMENT,J MANAGE,"22,640",9.056,0.022860
319,Laser & Photonics Reviews,LASER PHOTONICS REV,"6,636",9.056,0.016230
321,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,"64,031",9.055,0.118940
322,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,INT J ENG SCI,"10,680",9.052,0.009540
323,Nano-Micro Letters,NANO-MICRO LETT,"2,209",9.043,0.003590
324,Arthritis & Rheumatology,ARTHRITIS RHEUMATOL,"10,169",9.002,0.046110
325,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,"3,487",9.000,0.001030
326,GENES & DEVELOPMENT,GENE DEV,"54,563",8.990,0.072380
327,REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,"9,451",8.985,0.005970
328,CLINICAL CANCER RESEARCH,CLIN CANCER RES,"78,171",8.911,0.134890
329,JACC-Heart Failure,JACC-HEART FAIL,"3,537",8.910,0.016730
330,JOURNAL OF CELL BIOLOGY,J CELL BIOL,"67,347",8.891,0.075690
331,Trends in Cancer,TRENDS CANCER,"1,420",8.884,0.006040
332,GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,"42,119",8.880,0.075640
332,MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,"7,694",8.880,0.013360
334,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,"2,497",8.848,0.003270
335,PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,"1,964",8.762,0.001830
336,IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,"15,574",8.759,0.018430
337,Reviews in Mineralogy & Geochemistry,REV MINERAL GEOCHEM,"5,825",8.745,0.006090
338,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPR REV FOOD SCI F,"5,682",8.738,0.008000
339,Social Issues and Policy Review,SOC ISS POLICY REV,517,8.733,0.001340
340,Journal of Hematology & Oncology,J HEMATOL ONCOL,"5,366",8.731,0.013620
341,Journal for ImmunoTherapy of Cancer,J IMMUNOTHER CANCER,"2,716",8.728,0.011350
342,Annual Review of Analytical Chemistry,ANNU REV ANAL CHEM,"2,184",8.721,0.003750
343,ECOLOGY LETTERS,ECOL LETT,"32,776",8.699,0.046510
344,NEUROLOGY,NEUROLOGY,"89,258",8.689,0.115150
345,GENETICS IN MEDICINE,GENET MED,"10,855",8.683,0.035760
346,Cell Systems,CELL SYST,"2,275",8.640,0.016280
347,PLANT CELL,PLANT CELL,"52,034",8.631,0.057770
348,Cancer Immunology Research,CANCER IMMUNOL RES,"5,420",8.619,0.025380
349,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,"4,214",8.617,0.004780
349,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,"4,214",8.617,0.004780
351,JOURNAL OF HEART AND LUNG TRANSPLANTATION,J HEART LUNG TRANSPL,"12,436",8.578,0.027260
352,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,"38,177",8.547,0.055520
353,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,"10,499",8.544,0.018980
354,TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,"14,653",8.519,0.014760
355,Nano Research,NANO RES,"16,517",8.515,0.031810
356,Annual Review of Food Science and Technology,ANNU REV FOOD SCI T,"1,887",8.511,0.003160
357,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,"12,841",8.508,0.008690
358,ORGANIZATION & ENVIRONMENT,ORGAN ENVIRON,"1,722",8.500,0.001700
359,ACS Applied Materials & Interfaces,ACS APPL MATER INTER,"170,096",8.456,0.366350
360,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,"15,717",8.428,0.022190
361,APPLIED ENERGY,APPL ENERG,"81,221",8.426,0.128490
362,Annual Review of Nutrition,ANNU REV NUTR,"5,565",8.422,0.004320
363,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,"3,955",8.418,0.004700
364,MOLECULAR THERAPY,MOL THER,"16,991",8.402,0.030050
365,PLOS BIOLOGY,PLOS BIOL,"29,974",8.386,0.057940
366,EMBO REPORTS,EMBO REP,"13,786",8.383,0.029880
367,CANCER RESEARCH,CANCER RES,"130,932",8.378,0.123850
368,Astrophysical Journal Letters,ASTROPHYS J LETT,"34,259",8.374,0.113420
369,CHEMICAL ENGINEERING JOURNAL,CHEM ENG J,"95,055",8.355,0.121860
370,CANCER TREATMENT REVIEWS,CANCER TREAT REV,"8,419",8.332,0.016940
371,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,J NEUROL NEUROSUR PS,"29,660",8.327,0.030710
372,MOLECULAR ASPECTS OF MEDICINE,MOL ASPECTS MED,"5,568",8.313,0.009020
373,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,"28,834",8.311,0.050940
374,KIDNEY INTERNATIONAL,KIDNEY INT,"42,627",8.306,0.043320
375,BMC Medicine,BMC MED,"13,630",8.285,0.045210
376,Molecular Neurodegeneration,MOL NEURODEGENER,"4,248",8.274,0.011350
377,npj Quantum Information,NPJ QUANTUM INFORM,864,8.270,0.005340
378,ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,"14,094",8.243,0.013970
379,CURRENT OPINION IN CELL BIOLOGY,CURR OPIN CELL BIOL,"13,417",8.233,0.025790
380,MOVEMENT DISORDERS,MOVEMENT DISORD,"26,964",8.222,0.037630
381,REMOTE SENSING OF ENVIRONMENT,REMOTE SENS ENVIRON,"54,482",8.218,0.048610
382,Cellular & Molecular Immunology,CELL MOL IMMUNOL,"4,058",8.213,0.009160
383,Obesity Reviews,OBES REV,"11,567",8.192,0.023720
384,Perspectives on Psychological Science,PERSPECT PSYCHOL SCI,"9,318",8.190,0.022830
385,PSYCHOLOGICAL METHODS,PSYCHOL METHODS,"12,744",8.188,0.011600
386,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,"22,959",8.166,0.035340
387,SPACE SCIENCE REVIEWS,SPACE SCI REV,"11,758",8.142,0.025880
388,Wiley Interdisciplinary Reviews-Computational Molecular Science,WIRES COMPUT MOL SCI,"5,057",8.127,0.008990
389,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,"19,729",8.086,0.030280
390,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,"15,326",8.083,0.023020
391,Theranostics,THERANOSTICS,"8,769",8.063,0.020270
392,NPG Asia Materials,NPG ASIA MATER,"4,387",8.052,0.011090
393,ADMINISTRATIVE SCIENCE QUARTERLY,ADMIN SCI QUART,"19,327",8.024,0.008750
394,TRENDS IN PARASITOLOGY,TRENDS PARASITOL,"6,640",8.020,0.012220
395,Applied Materials Today,APPL MATER TODAY,"1,608",8.013,0.003470
396,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,"26,724",8.002,0.051570
397,JAMA Dermatology,JAMA DERMATOL,"4,578",7.995,0.021030
398,Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,"16,723",7.958,0.038200
399,ENVIRONMENT INTERNATIONAL,ENVIRON INT,"23,409",7.943,0.031440
400,Annual Review of Genomics and Human Genetics,ANNU REV GENOM HUM G,"2,537",7.914,0.006020
401,WATER RESEARCH,WATER RES,"87,258",7.913,0.075510
402,JOURNAL OF CONTROLLED RELEASE,J CONTROL RELEASE,"47,630",7.901,0.052220
403,Blood Cancer Journal,BLOOD CANCER J,"2,247",7.895,0.009060
404,PERIODONTOLOGY 2000,PERIODONTOL 2000,"4,534",7.861,0.005730
405,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,"4,196",7.852,0.005490
406,Journal of Crohns & Colitis,J CROHNS COLITIS,"7,199",7.827,0.020760
407,Gut Microbes,GUT MICROBES,"3,203",7.823,0.008110
408,JOURNAL OF MARKETING,J MARKETING,"24,994",7.821,0.008270
409,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,"19,545",7.816,0.024980
410,Cell Reports,CELL REP,"39,510",7.815,0.235690
411,METABOLIC ENGINEERING,METAB ENG,"7,967",7.808,0.016110
412,ChemSusChem,CHEMSUSCHEM,"24,207",7.804,0.045660
413,Redox Biology,REDOX BIOL,"7,192",7.793,0.019620
414,THYROID,THYROID,"11,972",7.786,0.022790
415,CLADISTICS,CLADISTICS,"3,966",7.779,0.004320
416,JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,"10,651",7.776,0.006330
416,JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,"10,651",7.776,0.006330
416,PROGRESS IN PHOTOVOLTAICS,PROG PHOTOVOLTAICS,"8,325",7.776,0.011390
419,Cochrane Database of Systematic Reviews,COCHRANE DB SYST REV,"67,607",7.755,0.158690
420,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,"42,166",7.736,0.039540
421,OPHTHALMOLOGY,OPHTHALMOLOGY,"38,634",7.732,0.050260
422,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,"20,998",7.731,0.033410
423,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,J INT BUS STUD,"15,419",7.724,0.008020
424,JOURNAL OF CATALYSIS,J CATAL,"47,618",7.723,0.033180
425,AUTOIMMUNITY REVIEWS,AUTOIMMUN REV,"9,127",7.716,0.018230
426,Environmental Science-Nano,ENVIRON SCI-NANO,"3,769",7.704,0.008570
427,Annual Review of Nuclear and Particle Science,ANNU REV NUCL PART S,"2,527",7.700,0.003500
428,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,"11,025",7.698,0.007750
429,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,"9,164",7.667,0.017430
430,IEEE Transactions on Sustainable Energy,IEEE T SUSTAIN ENERG,"8,780",7.650,0.022410
430,JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,"96,476",7.650,0.066050
432,RADIOLOGY,RADIOLOGY,"54,641",7.608,0.061270
433,IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROC MAG,"12,072",7.602,0.016800
434,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,INT J MANAG REV,"4,174",7.600,0.003700
435,SPORTS MEDICINE,SPORTS MED,"16,366",7.583,0.022460
436,Protein & Cell,PROTEIN CELL,"3,243",7.575,0.009070
437,HAEMATOLOGICA,HAEMATOLOGICA,"16,255",7.570,0.037650
437,Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,"5,746",7.570,0.020020
439,RIVISTA DEL NUOVO CIMENTO,RIV NUOVO CIMENTO,718,7.565,0.001210
440,eLife,ELIFE,"37,014",7.551,0.259550
441,Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,"4,196",7.550,0.013080
442,JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,"6,900",7.543,0.015050
443,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,"1,884",7.514,0.003280
443,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,"1,884",7.514,0.003280
445,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,"13,733",7.508,0.021640
446,IEEE NETWORK,IEEE NETWORK,"4,228",7.503,0.008700
446,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE T IND ELECTRON,"61,342",7.503,0.100630
448,JOURNAL OF POWER SOURCES,J POWER SOURCES,"116,432",7.467,0.134510
449,CARBON,CARBON,"74,892",7.466,0.085220
450,Materials Research Letters,MATER RES LETT,"1,564",7.440,0.005240
451,MILBANK QUARTERLY,MILBANK Q,"3,936",7.425,0.004610
451,MILBANK QUARTERLY,MILBANK Q,"3,936",7.425,0.004610
453,Eurosurveillance,EUROSURVEILLANCE,"9,131",7.421,0.031650
454,ACTA NUMERICA,ACTA NUMER,"1,999",7.417,0.003310
455,Conservation Letters,CONSERV LETT,"4,133",7.397,0.010890
456,IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,"13,187",7.377,0.028790
457,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,"5,016",7.358,0.010280
458,Neurology-Neuroimmunology & Neuroinflammation,NEUROL-NEUROIMMUNOL,"1,996",7.353,0.008220
459,Mucosal Immunology,MUCOSAL IMMUNOL,"6,990",7.352,0.020720
460,IEEE Transactions on Systems Man Cybernetics-Systems,IEEE T SYST MAN CY-S,"9,525",7.351,0.015440
461,AGING CELL,AGING CELL,"8,993",7.346,0.018850
462,2D Materials,2D MATER,"5,487",7.343,0.022810
463,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,INT J EPIDEMIOL,"23,097",7.339,0.050810
464,Journal of Physical Chemistry Letters,J PHYS CHEM LETT,"45,404",7.329,0.124320
465,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,CLIN REV ALLERG IMMU,"3,149",7.328,0.006380
466,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,"27,551",7.308,0.037980
467,NEW PHYTOLOGIST,NEW PHYTOL,"52,069",7.299,0.082470
468,ACTA MATERIALIA,ACTA MATER,"73,990",7.293,0.090920
469,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,"17,794",7.289,0.025580
469,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,"17,794",7.289,0.025580
471,ULTRASONICS SONOCHEMISTRY,ULTRASON SONOCHEM,"17,314",7.279,0.017670
472,Clinical & Translational Immunology,CLIN TRANSL IMMUNOL,998,7.271,0.003770
473,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,ARCH COMPUT METHOD E,"1,830",7.242,0.003170
474,Advances in Nutrition,ADV NUTR,"4,896",7.240,0.012140
475,Biofabrication,BIOFABRICATION,"3,599",7.236,0.006690
476,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,"25,101",7.233,0.022560
476,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,"25,101",7.233,0.022560
478,GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,"22,325",7.229,0.029680
478,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,"4,310",7.229,0.003200
480,IEEE TRANSACTIONS ON POWER ELECTRONICS,IEEE T POWER ELECTR,"52,702",7.224,0.074480
480,SIAM REVIEW,SIAM REV,"8,996",7.224,0.006490
482,DIABETES,DIABETES,"53,532",7.199,0.064540
483,ACADEMY OF MANAGEMENT JOURNAL,ACAD MANAGE J,"39,363",7.191,0.029750
484,Reviews in Aquaculture,REV AQUACULT,"1,267",7.190,0.002310
485,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,"30,311",7.185,0.059400
486,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,EUR J NUCL MED MOL I,"15,406",7.182,0.024740
487,ENERGY CONVERSION AND MANAGEMENT,ENERG CONVERS MANAGE,"51,652",7.181,0.068400
488,Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,984,7.179,0.005340
489,Alcohol Research-Current Reviews,ALCOHOL RES-CURR REV,804,7.174,0.002760
490,Additive Manufacturing,ADDIT MANUF,"2,445",7.173,0.005200
491,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,"24,285",7.163,0.050960
492,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,"25,672",7.160,0.039080
493,ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,"173,191",7.149,0.177660
494,ACS Photonics,ACS PHOTONICS,"9,956",7.143,0.033660
495,Advanced Optical Materials,ADV OPT MATER,"8,586",7.125,0.026060
495,Journal of Supply Chain Management,J SUPPLY CHAIN MANAG,"2,887",7.125,0.003120
497,DIABETOLOGIA,DIABETOLOGIA,"30,692",7.113,0.041920
498,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,"27,929",7.102,0.036570
499,Methods in Ecology and Evolution,METHODS ECOL EVOL,"11,672",7.099,0.036710
500,MAYO CLINIC PROCEEDINGS,MAYO CLIN PROC,"14,695",7.091,0.025770
501,Wiley Interdisciplinary Reviews-Climate Change,WIRES CLIM CHANGE,"3,352",7.057,0.008650
501,Wiley Interdisciplinary Reviews-Climate Change,WIRES CLIM CHANGE,"3,352",7.057,0.008650
503,CRITICAL REVIEWS IN BIOTECHNOLOGY,CRIT REV BIOTECHNOL,"3,785",7.054,0.005370
504,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,"11,066",7.052,0.024150
505,Molecular Ecology Resources,MOL ECOL RESOUR,"10,473",7.049,0.018990
506,RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,"13,476",7.044,0.010320
507,BMJ Quality & Safety,BMJ QUAL SAF,"5,234",7.043,0.017260
507,BMJ Quality & Safety,BMJ QUAL SAF,"5,234",7.043,0.017260
509,HYPERTENSION,HYPERTENSION,"36,482",7.017,0.046550
510,JOURNAL OF MEMBRANE SCIENCE,J MEMBRANE SCI,"68,302",7.015,0.061340
511,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,"21,828",7.014,0.021480
511,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,"24,422",7.014,0.038970
513,MATRIX BIOLOGY,MATRIX BIOL,"5,699",6.986,0.009610
514,CRITICAL CARE MEDICINE,CRIT CARE MED,"40,207",6.971,0.055040
515,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,"24,768",6.970,0.048770
515,Nanoscale,NANOSCALE,"92,732",6.970,0.208020
517,CRITICAL CARE,CRIT CARE,"23,511",6.959,0.045120
518,ACS Sensors,ACS SENSORS,"3,439",6.944,0.008550
519,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,"11,576",6.942,0.018240
520,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,"15,351",6.938,0.016520
521,Environmental Science & Technology Letters,ENVIRON SCI TECH LET,"2,531",6.934,0.008430
522,Advances in Experimental Social Psychology,ADV EXP SOC PSYCHOL,"5,578",6.933,0.002910
522,NEW ASTRONOMY REVIEWS,NEW ASTRON REV,"1,062",6.933,0.001260
524,PERSONNEL PSYCHOLOGY,PERS PSYCHOL,"7,753",6.930,0.005570
525,Brain Stimulation,BRAIN STIMUL,"5,457",6.919,0.014460
526,CLINICAL CHEMISTRY,CLIN CHEM,"27,151",6.916,0.022110
526,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,"10,298",6.916,0.020350
528,LAB ON A CHIP,LAB CHIP,"31,678",6.914,0.046810
529,Epilepsy Currents,EPILEPSY CURR,799,6.909,0.001560
530,Nanophotonics,NANOPHOTONICS-BERLIN,"1,936",6.908,0.006090
531,International Review of Sport and Exercise Psychology,INT REV SPORT EXER P,867,6.905,0.001230
532,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,"5,226",6.887,0.008260
533,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,"14,244",6.880,0.021550
534,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,"3,876",6.878,0.006420
535,EDUCATIONAL PSYCHOLOGY REVIEW,EDUC PSYCHOL REV,"4,533",6.866,0.004700
536,COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,"30,167",6.864,0.045750
537,ECONOMIC GEOGRAPHY,ECON GEOGR,"3,351",6.861,0.002520
538,PERSOONIA,PERSOONIA,"1,495",6.860,0.002950
539,ADDICTION,ADDICTION,"19,945",6.851,0.032080
539,ADDICTION,ADDICTION,"19,945",6.851,0.032080
541,PLANT BIOTECHNOLOGY JOURNAL,PLANT BIOTECHNOL J,"7,866",6.840,0.016170
542,Virtual and Physical Prototyping,VIRTUAL PHYS PROTOTY,993,6.825,0.001870
543,BULLETIN OF THE WORLD HEALTH ORGANIZATION,B WORLD HEALTH ORGAN,"15,736",6.818,0.018110
544,PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,"3,794",6.814,0.004610
545,IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE T POWER SYST,"44,737",6.807,0.051280
546,NEUROENDOCRINOLOGY,NEUROENDOCRINOLOGY,"5,046",6.804,0.005700
546,Seminars in Immunopathology,SEMIN IMMUNOPATHOL,"3,337",6.804,0.007880
548,NEUROSCIENTIST,NEUROSCIENTIST,"4,986",6.791,0.008510
549,IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,"40,201",6.790,0.061450
550,ALLERGY,ALLERGY,"17,873",6.771,0.024230
551,Polymer Reviews,POLYM REV,"1,959",6.766,0.002080
552,Cell Chemical Biology,CELL CHEM BIOL,"2,022",6.762,0.009370
553,mBio,MBIO,"16,500",6.747,0.069090
554,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,ACTA CRYSTALLOGR B,"11,349",6.732,0.006890
555,BMC BIOLOGY,BMC BIOL,"5,937",6.723,0.017810
555,European Heart Journal-Cardiovascular Pharmacotherapy,EUR HEART J-CARD PHA,442,6.723,0.001430
557,Topics in Current Chemistry,TOPICS CURR CHEM,"6,409",6.721,0.010800
558,BRITISH JOURNAL OF DERMATOLOGY,BRIT J DERMATOL,"27,173",6.714,0.031710
559,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,CRIT REV FOOD SCI,"12,591",6.704,0.015020
560,CLINICAL NUCLEAR MEDICINE,CLIN NUCL MED,"4,922",6.703,0.007670
561,IEEE Journal of Selected Topics in Signal Processing,IEEE J-STSP,"6,560",6.688,0.017500
562,EBioMedicine,EBIOMEDICINE,"5,401",6.680,0.022300
562,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,"30,731",6.680,0.055250
564,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,"118,251",6.669,0.106420
565,CANCER AND METASTASIS REVIEWS,CANCER METAST REV,"6,011",6.667,0.006220
566,FISH AND FISHERIES,FISH FISH,"4,382",6.655,0.008160
567,AMERICAN JOURNAL OF KIDNEY DISEASES,AM J KIDNEY DIS,"23,401",6.653,0.030930
568,Review of Environmental Economics and Policy,REV ENV ECON POLICY,"1,136",6.649,0.003390
569,TRANSPORT REVIEWS,TRANSPORT REV,"2,901",6.648,0.003420
570,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,"2,367",6.643,0.002820
571,Journal of Materials Chemistry C,J MATER CHEM C,"40,067",6.641,0.097440
572,Acta Biomaterialia,ACTA BIOMATER,"34,157",6.638,0.050140
573,Advances in Nonlinear Analysis,ADV NONLINEAR ANAL,478,6.636,0.002860
574,ONCOGENE,ONCOGENE,"63,249",6.634,0.074600
575,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,"33,223",6.618,0.036010
576,GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,"1,612",6.597,0.004780
577,BIOSCIENCE,BIOSCIENCE,"18,353",6.591,0.012840
578,BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,"34,006",6.583,0.033420
579,PROGRESS IN HUMAN GEOGRAPHY,PROG HUM GEOG,"7,098",6.576,0.008080
580,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,"59,513",6.568,0.053460
581,Annual Review of Virology,ANNU REV VIROL,787,6.566,0.004680
582,Science Signaling,SCI SIGNAL,"11,403",6.565,0.033690
583,Particle and Fibre Toxicology,PART FIBRE TOXICOL,"4,174",6.561,0.006850
584,ORGANIC LETTERS,ORG LETT,"100,313",6.555,0.136330
585,ORGANIZATIONAL RESEARCH METHODS,ORGAN RES METHODS,"6,139",6.551,0.006910
586,EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,"7,785",6.529,0.016940
587,Circulation-Heart Failure,CIRC-HEART FAIL,"6,900",6.526,0.022710
588,mSystems,MSYSTEMS,"1,003",6.519,0.004190
589,METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,"14,379",6.513,0.016360
590,Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,"3,550",6.512,0.004970
591,CANCER LETTERS,CANCER LETT,"30,146",6.508,0.043770
592,ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,"21,302",6.495,0.032160
593,IEEE Transactions on Robotics,IEEE T ROBOT,"15,859",6.483,0.012930
594,GONDWANA RESEARCH,GONDWANA RES,"13,210",6.478,0.029220
595,BASIC RESEARCH IN CARDIOLOGY,BASIC RES CARDIOL,"4,137",6.470,0.005600
596,PLoS Pathogens,PLOS PATHOG,"43,751",6.463,0.118900
597,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,CRIT REV SOLID STATE,"1,475",6.455,0.001690
597,EPIDEMIOLOGIC REVIEWS,EPIDEMIOL REV,"3,477",6.455,0.003470
597,EXERCISE IMMUNOLOGY REVIEW,EXERC IMMUNOL REV,754,6.455,0.000890
600,JOURNAL OF ECONOMIC PERSPECTIVES,J ECON PERSPECT,"12,975",6.451,0.020290
601,GeroScience,GEROSCIENCE,322,6.444,0.000740
602,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,J TOXICOL ENV HEAL B,"1,753",6.436,0.001470
603,CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,"17,929",6.425,0.036710
604,ANESTHESIOLOGY,ANESTHESIOLOGY,"28,995",6.424,0.027490
605,IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,"2,439",6.404,0.003440
606,Soft Robotics,SOFT ROBOT,"1,179",6.403,0.002830
607,CLINICAL NUTRITION,CLIN NUTR,"12,594",6.402,0.018220
607,Epidemiology and Psychiatric Sciences,EPIDEMIOL PSYCH SCI,"1,217",6.402,0.003830
607,Epidemiology and Psychiatric Sciences,EPIDEMIOL PSYCH SCI,"1,217",6.402,0.003830
610,International Journal of Neural Systems,INT J NEURAL SYST,"2,035",6.400,0.003050
611,JOURNAL OF CLEANER PRODUCTION,J CLEAN PROD,"71,233",6.395,0.083700
612,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,IEEE T WIREL COMMUN,"29,218",6.394,0.058390
613,SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,"82,189",6.393,0.088970
614,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,"19,942",6.391,0.019350
614,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,"19,942",6.391,0.019350
616,Business Strategy and the Environment,BUS STRATEG ENVIRON,"5,266",6.381,0.002200
616,ENDOSCOPY,ENDOSCOPY,"10,604",6.381,0.016770
618,PHYSIOLOGY,PHYSIOLOGY,"3,499",6.380,0.005880
